,감독,경기,광주,도슨,실점,실책,원정,중견수,지난,핑계,홍원기,히어로즈
0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.5773502691896258,0.0,0.0
1,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.5773502691896258
2,0.0,0.5317722537280788,0.0,0.0,0.5317722537280788,0.0,0.6591180018251055,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.5773502691896258,0.0,0.5773502691896258,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
4,0.0,0.7071067811865476,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
